Id,SBQQ__Contract__r.ContractNumber,Is_Subscription_Valid_Text__c,SBQQ__Product__r.Name
a6SDo000000kC2nMAE,7022054,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVVMA2,7022055,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC2oMAE,7022055,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLFMA2,7022056,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC2pMAE,7022056,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBf5MAE,7022057,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC2qMAE,7022057,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBXZMA2,7022058,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC2rMAE,7022058,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVYMA2,7022059,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC30MAE,7022059,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBf8MAE,7022060,001-Component:missing Required by or Required by Product<br>,IMS Private Projects
a6SDo000000kBLIMA2,7022060,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC31MAE,7022060,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLJMA2,7022061,001-Component:missing Required by or Required by Product<br>,IMS Private Projects
a6SDo000000kBVZMA2,7022061,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC33MAE,7022061,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfBMAU,7022062,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3CMAU,7022062,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVcMAM,7022063,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3EMAU,7022063,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVdMAM,7022064,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3IMAU,7022064,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLNMA2,7022065,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3JMAU,7022065,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLRMA2,7022066,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3YMAU,7022066,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfIMAU,7022067,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3dMAE,7022067,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBXnMAM,7022068,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3hMAE,7022068,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBXoMAM,7022069,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3lMAE,7022069,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfLMAU,7022070,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3oMAE,7022070,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLXMA2,7022071,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3vMAE,7022071,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfNMAU,7022072,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC3wMAE,7022072,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBXsMAM,7022073,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC41MAE,7022073,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVqMAM,7022074,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC46MAE,7022074,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLbMAM,7022075,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4BMAU,7022075,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVtMAM,7022076,001-Component:missing Required by or Required by Product<br>,IMS Private Projects
a6SDo000000kBXwMAM,7022076,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4HMAU,7022076,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfTMAU,7022077,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4JMAU,7022077,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBY0MAM,7022078,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4VMAU,7022078,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfXMAU,7022079,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4YMAU,7022079,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBVyMAM,7022080,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4aMAE,7022080,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBY6MAM,7022082,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC4tMAE,7022082,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLpMAM,7022084,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC53MAE,7022084,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBffMAE,7022085,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC54MAE,7022085,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfgMAE,7022086,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC57MAE,7022086,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBW7MAM,7022087,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC59MAE,7022087,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLrMAM,7022088,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5AMAU,7022088,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBW8MAM,7022089,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5DMAU,7022089,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLuMAM,7022090,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5LMAU,7022090,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfnMAE,7022091,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5WMAU,7022091,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYIMA2,7022092,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5aMAE,7022092,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBLzMAM,7022093,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5cMAE,7022093,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYJMA2,7022094,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5eMAE,7022094,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfqMAE,7022095,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5hMAE,7022095,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYKMA2,7022096,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5iMAE,7022096,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBWHMA2,7022097,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5jMAE,7022097,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYLMA2,7022098,001-Component:missing Required by or Required by Product<br>,IMS Private Projects
a6SDo000000kBfrMAE,7022098,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5lMAE,7022098,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBftMAE,7022099,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000sdSDMAY,7022099,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000sdSEMAY,7022099,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kC5sMAE,7022099,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBM5MAM,7022100,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC5zMAE,7022100,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000lsmWMAQ,7022101,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kBWNMA2,7022101,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000lsmXMAQ,7022101,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kC66MAE,7022101,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYRMA2,7022102,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC69MAE,7022102,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBM8MAM,7022103,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6BMAU,7022103,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYSMA2,7022104,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6DMAU,7022104,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBfzMAE,7022105,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6GMAU,7022105,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBWQMA2,7022106,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6IMAU,7022106,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYUMA2,7022107,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6LMAU,7022107,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBg1MAE,7022108,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6OMAU,7022108,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBg4MAE,7022109,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6aMAE,7022109,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBWVMA2,7022110,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6cMAE,7022110,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYZMA2,7022111,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6fMAE,7022111,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBMHMA2,7022112,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6lMAE,7022112,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYcMAM,7022113,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6qMAE,7022113,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBgAMAU,7022114,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6vMAE,7022114,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBWbMAM,7022115,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC6xMAE,7022115,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBYfMAM,7022116,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC70MAE,7022116,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBgDMAU,7022117,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC77MAE,7022117,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBWfMAM,7022118,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC7DMAU,7022118,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBMPMA2,7022119,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC7EMAU,7022119,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBgFMAU,7022120,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC7FMAU,7022120,001-Component:missing Required by or Required by Product<br>,IMS Seats
a6SDo000000kBMQMA2,7022121,001-Component:missing Required by or Required by Product<br>,IMS Public Projects
a6SDo000000kC7IMAU,7022121,001-Component:missing Required by or Required by Product<br>,IMS Seats
